Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
416540,355-зд от 16.06.2021,анп 'объединение 'дормост',7839290053,ао 'по 'возрождение',7811062995,адмиралтейский,наб.р.мойки (четная сторона) от почтамтского моста до фонарного моста; от синего моста до фонарного моста),полное закрытие дв,работы по ремонту тротуаров,20210619,20210706,20210716,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=488855&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416540&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e474433&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=66612&p3=255&p4=416540,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=20700&p3=139&p4=416540,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416540&msk=0&t=1
416550,356-зд от 16.06.2021,анп 'объединение 'дормост',7839290053,ао 'по 'возрождение',7811062995,петроградский,кронверкский пр. от ул.куйбышева до каменноостровского пр.),огранич.движения,работы по ремонту тротуаров,20210619,20210730,20210809,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=488854&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416550&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e474431&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=66867&p3=278&p4=416550,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=20839&p3=238&p4=416550,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416550&msk=0&t=1
416576,342-зд от 15.06.2021,но 'фкр мкд спб',7840290890,ооо 'мсу 'регион',7811419892,калининский,ул.ватутина у д.8/7),огранич.движения,работы по размещению пешеходной галереи при ремонте фасада,20210621,20211015,20211201,(этапы 1-3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=485437&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416576&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502046&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=67145&p3=234&p4=416576,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21077&p3=49&p4=416576,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416576&msk=0&t=1
416597,348-зд от 16.06.2021,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,выборгский,"вокзальное шоссе (посёлок парголово,территория осиновая роща) у д.37 от вяземской дороги до санаторного пер.)",огранич.движения,работы по прокладке газопровода,20210622,20210810,20210813,"(этапы 1 и 2 последовательно) и с 02.08.2021 по 10.08.2021 (этапы 3,4,5 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=485453&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416597&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e415744&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=67379&p3=234&p4=416597,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21126&p3=58&p4=416597,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416597&msk=0&t=1
416600,349-зд от 16.06.2021,ооо 'спб реновация',7841415782,ооо 'спб реновация',7841415782,невский,"/славянская ул. (санкт-петербург,муниципальный округ рыбацкое,территор у д.8)",полное закрытие дв,работы по размещению временного ограждения,20210619,20221213,20221223,(этап 2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=485444&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416600&t=1,не ордер гати,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=67613&p3=234&p4=416600,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21184&p3=55&p4=416600,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416600&msk=0&t=1
416614,350-зд от 16.06.2021,местная администрация муниципального образования город петергоф,7819019670,местная администрация муниципального образования город петергоф,7819019670,петродворцовый,пл.аврова (г.петергоф),полное закрытие дв,работы по ремонту дорожного покрытия,20210621,20210630,20210705,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=485933&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416614&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e501636&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=67847&p3=269&p4=416614,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21239&p3=181&p4=416614,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416614&msk=0&t=1
416624,351-зд от 16.06.2021,гуп 'тэк спб',7830001028,ооо 'инженерная компания',7820031841,колпинский,полевая ул. (посёлок металлострой) у д.9),полное закрытие дв,работы по прокладке теплосети,20210716,20210719,20210722,на срок с 23:00 16.07.2021 до 06:00 19.07.2021 (этап 2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=485934&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416624&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e396650&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=68116&p3=234&p4=416624,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21420&p3=53&p4=416624,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416624&msk=0&t=1
416627,347-зд от 16.06.2021,но 'фкр мкд спб',7840290890,ооо 'северная венеция',7801455186,василеостровский,академический пер. от 8-9 линии до 6-7 линии),огранич.движения,работы по размещению временного ограждения и строительных лесов,20210619,20211010,20211125,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=485936&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416627&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502049&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=68350&p3=234&p4=416627,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21473&p3=55&p4=416627,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416627&msk=0&t=1
416632,346-зд от 16.06.2021,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,приморский,шарова ул. у д.5 от солунской ул. до тупика),полное закрытие дв,работы по прокладке водопровода,20210720,20210726,20210730,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486157&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416632&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e415862&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=68584&p3=234&p4=416632,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21528&p3=58&p4=416632,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416632&msk=0&t=1
416642,345-зд от 16.06.2021,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,приморский,шарова ул. у д.11 от солунской ул. до тупика),полное закрытие дв,работы по прокладке водопровода,20210704,20210717,20210721,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486153&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416642&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e474461&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=68818&p3=234&p4=416642,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21586&p3=58&p4=416642,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416642&msk=0&t=1
416647,353-зд от 16.06.2021,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,курортный,каугиевская ул. (г.сестрорецк) у д.51),полное закрытие дв,работы по прокладке газопровода,20210628,20210731,20210809,(этап 1) и с 28.07.2021 по 31.07.2021 (этапы 2 и 3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486131&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416647&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e415833&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=69052&p3=234&p4=416647,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21644&p3=51&p4=416647,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416647&msk=0&t=1
416648,352-зд от 16.06.2021,гуп 'тэк спб',7830001028,ооо 'энергетическое строительство',7813548237,колпинский,бульв.трудящихся (г.колпино) (боковой проезд) от ул.машиностроителей до д.23),полное закрытие дв,работы по прокладке инженерных сетей,20210619,20211010,20211014,(этап 7),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=485931&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416648&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e474439&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=69286&p3=234&p4=416648,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21695&p3=55&p4=416648,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416648&msk=0&t=1
416650,359-зд от 17.06.2021,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,московский,рыбинская ул. от черниговской ул. до наб.обводного канала),огранич.движения,работы по строительству газопровода,20210620,20210731,20210813,(этап 4),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486995&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416650&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e406311&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=69520&p3=250&p4=416650,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21750&p3=123&p4=416650,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416650&msk=0&t=1
416651,354-зд от 16.06.2021,ооо 'цдс-волковский',7813284947,ооо 'цдс-волковский',7813284947,фрунзенский,волковский пр. от ул.салова до мгинской ул.),огранич.движения,работы по размещению пешеходной галереи,20210624,20221015,20221018,(этап 1 и 2 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486155&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416651&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e365428&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=69770&p3=242&p4=416651,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21873&p3=87&p4=416651,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416651&msk=0&t=1
416676,360-зд от 17.06.2021,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,выборгский,выборгское шоссе (посёлок парголово) у д.449),огранич.движения,работы по прокладке водопровода,20210717,20210730,20210809,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486417&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416676&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e414975&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=70012&p3=234&p4=416676,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=21960&p3=58&p4=416676,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416676&msk=0&t=1
416681,361-зд от 17.06.2021,местная администрация муниципального образования поселок лисий нос,7814334950,местная администрация муниципального образования поселок лисий нос,7814334950,приморский,стрелковая ул. (посёлок лисий нос) от военной ул. до морского пр.),полное закрытие дв,работы по ремонту дорожного покрытия,20210624,20210706,20210709,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486413&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416681&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502087&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=70246&p3=234&p4=416681,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22018&p3=53&p4=416681,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416681&msk=0&t=1
416700,358-зд от 17.06.2021,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,выборгский,пр.культуры (боковые проезды) от пр.луначарского до пр.просвещения),полное закрытие дв,работы по реконструкции канализационной сети,20210620,20211016,20220311,(этап 8),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486466&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416700&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502116&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=70480&p3=243&p4=416700,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22071&p3=89&p4=416700,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416700&msk=0&t=1
416705,357-зд от 17.06.2021,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,кронштадтский,макаровская ул. (г.кронштадт) от докового моста до д.2 по петровской ул.),полное закрытие дв,работы по ремонту дорожного покрытия,20210620,20210627,20210630,(этапы 1.1 и 3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=487609&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416705&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502107&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=70723&p3=234&p4=416705,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22160&p3=51&p4=416705,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416705&msk=0&t=1
416708,362-зд от 17.06.2021,спб гку 'дирекция транспортного строительства',7825342390,ооо 'ск 'орион плюс',4703037072,центральный,смольный пр. от ул.бонч-бруевича до смольной наб.),полное закрытие дв,работы по ремонту дорожного покрытия,20210624,20210727,20210730,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486592&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416708&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502086&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=70957&p3=234&p4=416708,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22211&p3=55&p4=416708,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416708&msk=0&t=1
416731,363-зд от 18.06.2021,спб гку 'дирекция транспортного строительства',7825342390,ао 'буер',7816124109,калининский,лабораторный пр. (четная сторона) у д.18),огранич.движения,работы по устройству остановочного пункта,20210702,20210726,20210802,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486416&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416731&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502144&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=71191&p3=234&p4=416731,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22266&p3=55&p4=416731,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416731&msk=0&t=1
416733,365-зд от 18.06.2021,лфп,7812011626,ооо 'модуль',7842044932,адмиралтейский,"пл.труда , д.4 (галерная ул., замятин пер., конногвардейский бульв.))",огранич.движения,работы по размещению пешеходной галереи и фасадных лесов,20210711,20211015,20211025,(этапы 1-5 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486462&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416733&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502114&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=71425&p3=242&p4=416733,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22321&p3=85&p4=416733,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416733&msk=0&t=1
416735,364-зд от 18.06.2021,но 'фкр мкд спб',7840290890,ип чижов о.а,370203190695,центральный,басков пер. у д.26 от ул.радищева до ул.восстания),огранич.движения,работы по размещению фасадных лесов при ремонте фасада здания,20210622,20211015,20211201,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=487004&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416735&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502143&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=71667&p3=234&p4=416735,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22406&p3=55&p4=416735,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416735&msk=0&t=1
416837,367-зд от 21.06.2021,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,красногвардейский,зарубинская ул. от ковалёвской ул. до беломорской ул.),полное закрытие дв,работы по строительству газопровода,20210712,20210827,20211201,(этап 1) и с 16.08.2021 по 27.08.2021 (этапы 2 и 3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486488&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416837&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e415907&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=71901&p3=234&p4=416837,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22461&p3=53&p4=416837,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416837&msk=0&t=1
416838,366-зд от 21.06.2021,спб гку 'дирекция заказчика',7825459800,ао 'ремфасад',7825352172,центральный,ул.зодчего росси от пл.ломоносова до пл.островского),огранич.движения,работы по размещению фасадных лесов,20210624,20220515,20220516,"(этапы 1,2,3 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486492&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416838&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502160&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=72135&p3=234&p4=416838,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22514&p3=55&p4=416838,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416838&msk=0&t=1
416843,368-зд от 21.06.2021,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,невский,хрустальная ул. у д.31 от ул.бехтерева до смоляной ул.),огранич.движения,работы по прокладке инженерных сетей,20210626,20210716,20210721,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486664&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416843&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e415969&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=72369&p3=234&p4=416843,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22569&p3=49&p4=416843,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416843&msk=0&t=1
416844,369-зд от 21.06.2021,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,приморский,первомайский пр. у д.37),полное закрытие дв,работы по прокладке инженерных сетей,20210626,20210630,20210712,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486663&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416844&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e415942&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=72603&p3=234&p4=416844,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22618&p3=54&p4=416844,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416844&msk=0&t=1
416845,370-зд от 21.06.2021,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,пушкинский,академический пр. (г.пушкин) от дворцовой ул. до кузьминского шоссе),полное закрытие дв,работы по прокладке инженерных сетей,20210713,20210809,20220824,(этап 3),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486660&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416845&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502106&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=72837&p3=246&p4=416845,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22672&p3=102&p4=416845,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416845&msk=0&t=1
416848,372-зд от 21.06.2021,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,петродворцовый,ул.труда (посёлок стрельна) от волхонского шоссе до вокзальной ул.),полное закрытие дв,работы по прокладке инженерных сетей,20210627,20210701,20210705,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486659&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416848&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e415970&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=73083&p3=234&p4=416848,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22774&p3=50&p4=416848,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416848&msk=0&t=1
416849,371-зд от 21.06.2021,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,калининский,ул.хлопина от политехнической ул. до гжатской ул.),полное закрытие дв,работы по прокладке инженерных сетей,20210626,20210627,20210629,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486658&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416849&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502053&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=73317&p3=234&p4=416849,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22824&p3=58&p4=416849,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416849&msk=0&t=1
416864,373-зд от 21.06.2021,ооо 'петербургтеплоэнерго',7838024362,ооо 'петербургтеплоэнерго',7838024362,петроградский,кемский пер. от кемской ул. до морского пр.; прожекторная ул. от констрнтиновского пр. до морского пр.),полное закрытие дв,работы по прокладке тепловой сети,20210707,20210912,20211201,"(этапы 1.1, 1.2, 3, 2 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486489&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416864&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e474716&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=73551&p3=251&p4=416864,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=22882&p3=120&p4=416864,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416864&msk=0&t=1
416873,379-зд от 22.06.2021,гуп 'водоканал санкт-петербурга',7830000426,гуп 'водоканал санкт-петербурга',7830000426,выборгский,ул.шишкина (посёлок парголово) у д.195),огранич.движения,работы по прокладке инженерных сетей,20210626,20210709,20210716,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486758&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416873&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e414887&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=73802&p3=234&p4=416873,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=23002&p3=58&p4=416873,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416873&msk=0&t=1
416891,381-зд от 22.06.2021,спб гку 'дирекция транспортного строительства',7825342390,ао 'буер',7816124109,калининский,пр.мечникова у д.11),огранич.движения,работы по устройству остановочного пункта,20210628,20210722,20211201,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=486947&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=416891&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e502180&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=74036&p3=234&p4=416891,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=23060&p3=55&p4=416891,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e416891&msk=0&t=1
